Start,End,Speaker,Text
0:05:41,0:06:33,SPEAKER_04,"Si lo llevan por la mañana, le dicen, me lo pueden llevar para exaltar dentro de dos horas. Porque intenté hacerlo en la librería también, pero no pude. ¿Librería de las hermanas? Sí, no funcionó. Bueno, sí, pero mañana podemos ver y también buscar en nuestros teléfonos. Sí, porque ahí podemos ver todos los bloques y todo. Y también por dónde vamos a caminar. ¿Y cómo sería en grupo entero? Entonces, podemos empezar en grupo entero y después... pero habría que hacer en los grupos, solo tenemos un mapa. Entonces, un grupo trabaja en mapa, el otro trabaja en Google Maps o algo así, ¿no? Sí, sí, sí. Y creo que para buscar, sí, sería mejor usar el teléfono."
0:06:33,0:06:39,SPEAKER_03,¿Tienen iPad? No. ¿Pero los iPads no tienen Google Maps? No.
0:06:39,0:06:50,SPEAKER_00,"No, no tienen iPads. No, pero nosotros tenemos. Pero no creo que soporte... ¿Es eso un mapa de Apple? Al menos. Google Maps debería ser una versión antigua."
0:06:50,0:06:54,SPEAKER_02,"Oh, está bien. No creo que se puede usar el teléfono."
0:06:54,0:06:59,SPEAKER_04,"Pero podemos imprimir los individuales y tener un gran, gran. ¿Ves?"
0:06:59,0:07:05,SPEAKER_02,"Podemos tener el gran, gran al principio y decir, bien, ¿qué? En general, y luego cuando lo separamos, tenemos los pequeños y los grandes."
0:07:05,0:08:04,SPEAKER_04,"Sí, por eso realmente quería el gran hoy. Para que, ¿sabes? Podríamos decir, oh, sí, ¿qué sabemos? Oh, sé, hay algo ahí arriba, McDonald's, Chick-fil-A, Mirachito, 184, ¿sabes? Pero no podía imprimir en cualquier lugar. Pero podemos tener individual porque lo hice a un 8x4, como una pieza de página letal, también. Cada grupo podría tener uno. ¿Es lo que tengo que imprimir mañana? Sí, pero no te preocupes por... ¿No tiene, como, ¿qué es eso? Creo que Belén va a intentar. ¿Va a intentar? No te preocupes por... oh, ok. ¿Cuánto tamaño tendría una pieza? ¿Cuánto tamaño podríamos tener? El individual para grupos sería una página letal, pero el grande que estoy hablando de, si hay tres páginas para cada grupo. ¿No quieres proyectarlo y dibujarlo y tener una estación por la parte de afuera? Esa es otra opción. Esa es una opción, sí. Quiero decir, podríamos hacerlo en, ¿sabes? Google Maps. Yo solo pensé que sería genial ver, como, un mapa. Pero podríamos definitivamente..."
0:08:04,0:08:05,SPEAKER_03,"Sí, sí."
0:08:05,0:08:55,SPEAKER_04,"No, con el mapa lo bueno es que podemos añadir, por ejemplo, post-its donde escriban sus espacios y escriban, o hagan un dibujito de cómo se sienten en ese espacio. Pero cómo es difícil tener un grande para cada grupo. Tendríamos el grande, el gigante, y después cada grupo tiene uno pequeño en tamaño de letra. Entonces son, ya, más copias de esos. Sí, pero esto de grupos puede ser en... blanco y negro. Sí, negro. Blanco. Bueno. Bueno, de todos modos, volviendo. Sí. Ellas querían buscar esto, Maureen, ya sabía. No recordaba el nombre, pero ya sabía dónde estaba y todo. Y después, no, Bonnie, entonces también quiso buscar la barbería, ¿no? De su papá. La barbería de su papá. Donde trabaja su papá. Creo que debemos ir a estos dos sitios, principalmente."
0:08:55,0:09:15,SPEAKER_03,"Sí, sí, sí. Están cerca. Porque son sus papás. Si no son... es la barbería. Y es el lugar, por supuesto. Siento... sí, porque Dariel nos preguntó si podíamos tomar fotos dentro y afuera. Entonces le dije, tenemos que preguntar porque quería ir a uno de un pollo."
0:09:15,0:10:01,SPEAKER_04,"La semana pasada, cuando hablamos, estábamos diciendo de ir nosotros hoy. Estaba pensando que podemos ir ahora a visitarlos. Estos deben estar aquí cerca. Ir hasta la casa de Mofongo, el McDonald's, la entrada del metro. Como pensar una pequeña ruta, dos rutas para dos grupos. Y como los que estamos aquí seríamos los líderes, porque no están Andrea, no lo han hecho. Andrea se sentía insegura porque no conoce dónde llevar los niños, normal. Ángela lo conoce un poco más, Paulina lo conoce un poco más. Sí. Y que Belén... tú conoces el sitio de comprar verduras. Sí, siempre vengo por acá. Que nos lo tienes que enseñar. Como pensar en dos o tres sitios que cada grupo puede visitar."
0:10:02,0:10:05,SPEAKER_02,"Si no sé el grupo, yo tendría que ir con alguien que conozco."
0:10:05,0:10:36,SPEAKER_04,"Pero por eso podemos ir ahora. Sí, vamos. Y tú conoces los sitios. Porque sí está Andrea, que no lo ha visto, porque no está hoy. Y quién más está enfermo. Y Cristina tampoco está. Y bueno, Cristina se conoce, yo sé el sitio del pollo, sí se lo conoce. El chicle. El chicle. El chicle. Todo el mundo ve el chicle. El chicle es fácil para yo, no sé, como que todo el mundo es chicle. Es donde pasamos toda la semana. Bueno, y ahí el Target. Bien, podemos ir."
0:10:36,0:10:39,SPEAKER_00,Algunas chicas te dieron a Claire's.
0:10:40,0:10:53,SPEAKER_03,"Ah, sí. Ah, la tienda de cositas del Pebe, jodería, muy bonito. Sí, nos dijeron del parque que hay cruzando el puente, pero creo que no es muy lejos."
0:10:53,0:11:03,SPEAKER_04,"¿Hybrid? Sí, iba a decir hybrid, pero nadie mencionó hybrid. Sí, el puente, alguien lo dijo. El puente que lleva al Bronx, ¿puede ser? Sí."
0:11:03,0:11:10,SPEAKER_02,"Creo que ella dice que lleva a Connecticut, pero... dijo a Connecticut eventualmente, sí. Sí."
0:11:10,0:11:11,SPEAKER_03,"Pero sí, me interesa."
0:11:11,0:13:12,SPEAKER_04,"Sí que lo dijo, pero no sé si está muy lejos o no. Igual la casa de Dylan que está, sería bonito pasar por el edificio de alguien también, pero si no conocemos... andrea está muy... quería que estuviéramos una ruta fija de los sitios donde vamos a ir. Y es una buena idea. Y, por ejemplo, en el sitio del Seafood, si fuéramos ahora, podríamos preguntar si estuviera bien entrar. Porque si es el papá de uno de ellos, sería muy complicado. Bueno, a ese le podría hacer como preguntar por mensaje o teléfono. Solo entrar sin disturbar, lo que fuera. ¿Jade y Marina es tu alumna? Sí. ¿Tú crees que le podrías preguntar al papá? Como por... ¿Junior Seafood? Sí. Pero es como bajo... no, no. Ah, vamos a ir. Ah, para las... porque tampoco sabemos, o sea, bueno, tú sabes. Podemos pasar a ver si... pero no sabemos quién es. Sí, sí, sí. ¿Dónde está? Es como en... es en Broadway en 180th. La Casa del Mofongo es más al norte, pero si vamos allá, tenemos que ir al oeste también. Estamos en la Casa del Mofongo, como en 187th. Sí, desde aquí. Broadway. Sí. Así que la Casa del Mofongo es como... ¿Casa del Mofongo está aquí mismo? Sí. Aquí, pero estamos aquí, en este camino, ¿verdad? Sí. Pero su lugar es más al oeste. Sí, está más hacia allá. Sí, sí, sí. O al oeste. ¿Es la casa del Mofongo? Sí. Nosotros. Nosotros. Los mayores de... miranchito. Es que es enorme. Es enorme y tiene como el pilón. Sí. Bueno, podemos ir, pero creo que esa es la ruta que tomamos Marín y algunos otros, porque creo que tenemos que ir hacia el oeste. Está. Así que si escogemos una ruta así... porque cada grupo tiene una ruta diferente, ¿no? Un camino diferente. Sí, no sé si es mejor... ¿Dejamos a algunos en la clase? Sí, sí, sí, claro. Pero... ¿Nos dará tiempo a intercambiar?"
0:13:12,0:13:18,SPEAKER_01,"Sí, si no es tan largo la caminata. Sí, porque si salimos de aquí como a las 4 o 10..."
0:13:18,0:13:21,SPEAKER_03,"Sí, como, no sé, como dos cuadras por allá."
0:13:21,0:13:28,SPEAKER_04,"Hay que venir a darte las normas, prepararse, salir de otro camino. Yo creo que nos las vamos a cambiar antes de las 11. Entonces el otro grupo tendría que ir más."
0:13:28,0:13:40,SPEAKER_03,"Porque si quieren parar a tomar foto o si quieren entrar a una parte, eso toma tiempo. Porque todos van a querer tomar foto y todos van a querer entrar. Porque Junior Seafood... sí, todos van a llevar su..."
0:13:40,0:14:09,SPEAKER_04,"Ese es Junior Seafood, está aquí. Está a unos 10 minutos de aquí. Pero lo que pasa es que si caminamos a otro y vemos otros sitios... sí, hay cosas parando. Sí, eso es el final de esa ruta. Para hacer fotos. Es aquí, es esto. Sí, sí. ¿No? Y quizá les decimos sacar fotos que no tengan personas. ¿Y dónde está la barbería? A no ser que les preguntemos. De acaso no metemos... se pone alguien agresivo ahí cada..."
0:14:12,0:14:14,SPEAKER_05,"Esa es la última página. Sí, hay que hablar..."
0:14:14,0:14:19,SPEAKER_04,Hay que traerlos primero aquí y hablar de las normas. Ese martes estamos nosotros.
0:14:21,0:14:28,SPEAKER_02,"Mi grupo es muy interesada en tierra, parque o bosque para buscar tesoro."
0:14:29,0:14:30,SPEAKER_01,¿Tesoros?
0:14:30,0:14:44,SPEAKER_02,"Tesoros, sí. Y entonces estábamos pensando sobre cosas de historia, parque, que parecen como tesoros."
0:14:45,0:14:51,SPEAKER_05,"No sé, sí. ¿Cuáles tesoros? Para el stop motion."
0:14:53,0:14:56,SPEAKER_04,¿Qué? Estás pensando para la historia del stop motion.
0:14:56,0:14:58,SPEAKER_00,"Ahora no, pero sí."
0:14:58,0:15:00,SPEAKER_02,"Eventualmente. Sí, pero..."
0:15:00,0:16:08,SPEAKER_04,"Eventualmente las fotos solo van a ser como la base. Luego estamos pensando hacer tridimensional con plástico o algo. Recortes. Sí. La barbería está más cerca. ¿Dónde? Que el Seafood. Sí. Cinco minutos. Está como... pero está en el camino, ¿no? El camino... no, son caminos diferentes. Pero está cerca de la casa de la bufoca. ¿Por cada lado? Que un grupo vaya hacia el Seafood y otro grupo vaya hacia la barbería. Hacemos dos grupos. Bueno, hacemos cuatro. Y el miércoles los dos. Porque inicialmente habíamos pensado en seis grupos y dos grupos iban a salir juntos. Sí. ¿Sí? ¿Recuerdo? Sí. Así que estos dos grupos caminarían a un sitio, no sé, con una ruta fija. Y entonces, creo que tenemos como tres destinos. Tres. ¿Cuántos niños? Pero ellos quieren llegar hasta el parque. ¿Tú sabes qué parque es?"
0:16:08,0:16:11,SPEAKER_02,No sé. ¿Es el parque de aquí?
0:16:11,0:16:15,SPEAKER_04,"Era primero para seis, después para... para mí, soy un aprendiz."
0:16:15,0:16:16,SPEAKER_00,Estoy acabando de aprender.
0:16:16,0:16:21,SPEAKER_01,Los grupos más pequeños serán los que tienen los seguintes más interactivos. Creo que...
0:16:21,0:16:24,SPEAKER_02,Porque es el tercer punto.
0:16:24,0:16:29,SPEAKER_04,"Están hablando del parque de Highbridge. No, no. Están apuntando hacia el norte."
0:16:29,0:16:31,SPEAKER_03,"No, era el que dije, el Raislin."
0:16:31,0:16:38,SPEAKER_04,"Creo que es como un parque que es como detrás del colegio o algo así. Entonces, si es detrás del colegio de aquí, Highbridge, ¿entendí bien?"
0:16:38,0:16:42,SPEAKER_03,"No, la mina es... yo creo que se refiere a algo que es como..."
0:16:42,0:16:57,SPEAKER_04,"¿Este? ¿El parque de básquet? ¿Qué más sitios hablaran? Tenemos el parque, Seafood, la barbería, el mofongo, el McDonald's, Subway. McDonald's también. El Chicken & Feli. El Chicken Filet."
0:16:57,0:17:07,SPEAKER_02,"Mi grupo también mencionó una tienda de mascotas, pero no puedo decir exactamente dónde está. Porque es un... un Puppy Shop. ¿Una tienda de mascotas, Paulina?"
0:17:07,0:17:10,SPEAKER_04,"Sí, en 181st Street. ¿Cerquita?"
0:17:10,0:17:11,SPEAKER_00,"No, en la misma calle."
0:17:11,0:17:57,SPEAKER_04,"Sí, está como caminando. Hay una tienda de plantas. Y luego, está un poco más... está Dunkin' Donuts. Sí, McDonald's. Y el McDonald's está en la esquina. Porque hay que ir escuchando a los niños. Capturar eso va a ser difícil. Hay que grabar o escribir. No sé cómo. Además de sus fotos. Pero incluso... hoy viniendo para acá, que me estaba fijando más en la comunidad. Hay una botita ahí que vende Virgen de la Guadalupe y qué sé yo. Hay que venir. Cosas... muy bonitas. Los homerios. Tienen un montón. Hay que ir muy lejos para encontrar maravillas. Palosantos y cosas. Ya, porque ahora... sí, digo, voy a entrar aquí a que me bendigan. Bien bonita. Y alrededor del metro. Me encanta esa... había música en los lados de la carretera."
0:17:57,0:18:05,SPEAKER_03,"Al metro hacia arriba cuando uno va a la primera guía, hay muchas tiendas y hay mucha gente que vende cosas en la calle. Pues vamos, vamos a verlo."
0:18:05,0:18:34,SPEAKER_04,"Llevamos para escribir. Que no se vea, porque de aquí al martes a lo mejor se olvida. Manuel, ¿puedes no...? A los 3 o 4 de martes, tenemos que parar y poner y grabar. Parar, grabar. Un adulto con 4 o 5 niños como mucho. Que se sientan seguro. Que se sientan seguro. Un adulto con 4 niños. Los de aquí se quedan poquitos, dos adultos. Y los demás se van. Entonces, ¿los vamos a hacer en dos días? ¿Qué os parece si lo hacemos en dos días? ¿Se quejarán mucho? Al mismo tiempo y salimos con un desfase de 5 minutos."
0:18:34,0:18:40,SPEAKER_03,"O sea, si hay... es que viene Agostina. Si hay una chica que necesita..."
0:18:40,0:18:43,SPEAKER_04,Hacer algo con un grupo pequeño. El martes solo.
0:18:44,0:18:49,SPEAKER_03,"Por eso ella había dicho como salir con un grupo, volver y..."
0:18:49,0:18:59,SPEAKER_02,"Ah, que el mismo día no lo hacen. Pues entonces también, pero se tendría... los que se quedan aquí se tendría que hacer algo con ellos también. O sea, podéis al otro día, pero el mismo día no van."
0:18:59,0:19:28,SPEAKER_04,"No van a dar tiempo a Switch. Pero pueden acabar y salir. No tienen que esperar a que vuelva el otro grupo. O no seremos suficientes. No seremos suficientes. Porque Agostina puede ir con el grupo también. Agostina no va, tiene que ir uno que sepa que haya hecho el paseo. Pero también ella tiene como que no es parte de la After School. No, pero como acompañante, como soporte. Ah, como acompañante sí, pero no que ella ni... ah, no, no, no. Y no conoce nada de la comunidad. No, no, pero la cosa es la habilidad."
0:19:28,0:19:29,SPEAKER_03,O sea que...
0:19:29,0:19:45,SPEAKER_04,"También. Quiero decir, podemos separarlo. Pero siempre estaba pensando que podría ser bueno si todos fuéramos. Porque no es... pero no vamos a estar aquí el martes. Bueno, podemos ir el martes con quienquiera que venga el martes. Pero sería más manejable si todos..."
0:19:45,0:19:55,SPEAKER_03,"Creo que tenemos que hacerlo un día. Sí, lo que sea. Quienquiera que quiera. ¿Puede? ¿Mandarinos? Los que están, los que no..."
0:19:55,0:20:00,SPEAKER_04,"O quizás si son pocos, si son pocos que no están. Sí, el martes."
0:20:00,0:20:06,SPEAKER_03,"El miércoles, algunos de nosotros podemos salir y llevarlos cerca. A los que no vayan. A los que no estén."
0:20:06,0:20:12,SPEAKER_03,A los que no estén. Muchas. Porque sino que ya les avisamos.
0:20:14,0:20:32,SPEAKER_04,"Gracias. Pues vamos, vamos a ver, vamos a visitar. Pero un sitio, que vamos a hacer... no vamos a definir rutas ahora, ¿no? El viernes. ¿No podemos hacer el primer video de 181? Sí. No, pero que por lo menos los que estén aquí, con que no estén... por ejemplo, Manuel ha dicho, yo no conozco nada de la comunidad, tengo que ir con otro. Pero vamos ahora."
0:20:32,0:20:34,SPEAKER_01,"Como hacemos el video de 181, podemos hacer el video de Paraguay."
0:20:34,0:20:43,SPEAKER_04,"Ya, somos los expertos. Y apuntamos. Y yo también, que conozco... ¿Estás chocada? Ponte otra. La compré hoy. No, fíjate."
0:20:43,0:20:44,SPEAKER_02,Vamos ahora.
0:20:44,0:20:45,SPEAKER_05,"Sí, vamos ahora."
0:20:46,0:20:49,SPEAKER_04,"¿Estamos traiendo mi cosa? Sí. Sí, es el..."
0:20:49,0:20:56,SPEAKER_00,"El Lili y mi espacio. ¿Cómo está? Bien. ¿Sí? Sí, porque me iban a decir que les gusta cerrar la habitación. Pero no tengo mi llave."
0:20:58,0:21:02,SPEAKER_04,Lo perdí el día que nunca tuvimos ese drone de fuego. ¿Qué?
0:21:02,0:21:04,SPEAKER_03,"¿Tienes tu llave? Sí, tengo mi llave."
